population,price,income,employment,poverty,area,tract
2592,385700,56485,78.5,161,951,"Census Tract 2933.07, Los Angeles County, California"
4733,369200,79252,69.4,315,952,"Census Tract 2941.10, Los Angeles County, California"
2623,421000,56062,72.2,282,953,"Census Tract 2941.20, Los Angeles County, California"
5238,417300,78916,68.7,293,954,"Census Tract 2942, Los Angeles County, California"
2625,389700,79364,63.2,198,955,"Census Tract 2943.01, Los Angeles County, California"
5254,302800,51306,71,624,956,"Census Tract 2943.02, Los Angeles County, California"
5076,113800,60032,64.9,375,957,"Census Tract 2944.10, Los Angeles County, California"
2796,416700,48446,67.2,356,958,"Census Tract 2944.21, Los Angeles County, California"
4455,384000,45701,65.9,563,959,"Census Tract 2945.10, Los Angeles County, California"
3777,437100,55125,70.3,559,960,"Census Tract 2945.20, Los Angeles County, California"
3959,382500,45274,61.8,647,961,"Census Tract 2946.10, Los Angeles County, California"
4676,254500,56681,67.4,485,962,"Census Tract 2946.20, Los Angeles County, California"
2972,479200,41868,62.7,507,963,"Census Tract 2947.01, Los Angeles County, California"
4416,427800,42745,65.3,732,964,"Census Tract 2948.10, Los Angeles County, California"
3680,377600,33542,63,869,965,"Census Tract 2948.20, Los Angeles County, California"
4073,346600,40150,60.9,923,966,"Census Tract 2948.30, Los Angeles County, California"
3294,512200,47048,63.5,500,967,"Census Tract 2949, Los Angeles County, California"
5144,457800,99893,68.6,153,968,"Census Tract 2951.03, Los Angeles County, California"
2911,436100,35645,62.7,579,969,"Census Tract 2962.10, Los Angeles County, California"
4084,452900,42177,61.3,734,970,"Census Tract 2962.20, Los Angeles County, California"
4163,517900,84477,71.1,213,971,"Census Tract 2963, Los Angeles County, California"
3043,555100,89403,60,188,972,"Census Tract 2964.01, Los Angeles County, California"
2842,439400,80405,67.1,111,973,"Census Tract 2964.02, Los Angeles County, California"
4291,460300,48320,67.4,714,974,"Census Tract 2965, Los Angeles County, California"
5675,444700,46507,65.4,865,975,"Census Tract 2966, Los Angeles County, California"
4054,452100,47940,65.5,299,976,"Census Tract 2969.01, Los Angeles County, California"
3893,657200,71211,68.3,436,977,"Census Tract 2969.02, Los Angeles County, California"
4632,436100,84579,67.1,83,978,"Census Tract 2970, Los Angeles County, California"
5024,353900,42987,60.1,948,979,"Census Tract 2971.10, Los Angeles County, California"
3668,487900,54453,76.3,510,980,"Census Tract 2971.20, Los Angeles County, California"
3330,486300,56729,68.3,410,981,"Census Tract 2972.01, Los Angeles County, California"
4069,522900,72460,71.9,308,982,"Census Tract 2972.02, Los Angeles County, California"
2217,786300,91586,56.9,65,983,"Census Tract 2973, Los Angeles County, California"
3625,593500,115773,49.3,115,984,"Census Tract 2974, Los Angeles County, California"
4725,670800,91331,63.7,265,985,"Census Tract 2975, Los Angeles County, California"
2654,500000,93591,74.3,136,986,"Census Tract 2976.01, Los Angeles County, California"
3854,801600,82960,69.7,126,987,"Census Tract 2976.02, Los Angeles County, California"
5977,667200,146775,60.8,147,988,"Census Tract 3001, Los Angeles County, California"
5887,641500,106045,60.4,228,989,"Census Tract 3002, Los Angeles County, California"
6612,542300,124903,65.3,156,990,"Census Tract 3003.01, Los Angeles County, California"
5559,639700,84651,69.4,235,991,"Census Tract 3004, Los Angeles County, California"
3138,603200,97244,65.9,164,992,"Census Tract 3005.01, Los Angeles County, California"
6066,603800,86285,76.4,305,993,"Census Tract 3005.02, Los Angeles County, California"
9170,864400,76931,59.8,286,994,"Census Tract 3006, Los Angeles County, California"
6381,950000,142830,68,123,995,"Census Tract 3007.01, Los Angeles County, California"
5381,685700,162815,67.3,83,996,"Census Tract 3007.02, Los Angeles County, California"
6871,850900,91961,60.9,727,997,"Census Tract 3008, Los Angeles County, California"
6084,763200,153143,63.5,93,998,"Census Tract 3009.01, Los Angeles County, California"
2071,686000,123147,59.1,146,999,"Census Tract 3009.02, Los Angeles County, California"
5010,766100,70195,56.4,180,1000,"Census Tract 3010, Los Angeles County, California"
6856,448400,96176,60.3,297,1001,"Census Tract 3011, Los Angeles County, California"
4491,415800,75613,63.2,173,1002,"Census Tract 3012.03, Los Angeles County, California"
4953,773000,63303,58.1,550,1003,"Census Tract 3012.04, Los Angeles County, California"
2056,653000,99605,69.3,23,1004,"Census Tract 3012.05, Los Angeles County, California"
5343,888200,81259,62.9,494,1005,"Census Tract 3012.06, Los Angeles County, California"
2054,818300,223389,69.6,27,1006,"Census Tract 3013, Los Angeles County, California"
3851,642100,137364,69,67,1007,"Census Tract 3014, Los Angeles County, California"
1682,489600,85282,66.9,38,1008,"Census Tract 3015.01, Los Angeles County, California"
7341,454700,51403,63,747,1009,"Census Tract 3015.02, Los Angeles County, California"
6477,577100,41650,58,797,1010,"Census Tract 3016.01, Los Angeles County, California"
3921,600400,62666,69.9,314,1011,"Census Tract 3016.02, Los Angeles County, California"
2784,476200,78651,64.5,194,1012,"Census Tract 3017.01, Los Angeles County, California"
5758,404500,60088,63.4,376,1013,"Census Tract 3017.02, Los Angeles County, California"
3952,380300,56829,66.6,245,1014,"Census Tract 3018.01, Los Angeles County, California"
3451,423000,56992,57.5,372,1015,"Census Tract 3018.02, Los Angeles County, California"
7650,339300,62536,64.2,894,1016,"Census Tract 3019, Los Angeles County, California"
3595,378600,53638,63.2,481,1017,"Census Tract 3020.02, Los Angeles County, California"
3728,381300,50864,51.9,205,1018,"Census Tract 3020.03, Los Angeles County, California"
4306,529700,79556,66.3,354,1019,"Census Tract 3020.04, Los Angeles County, California"
6215,460300,64989,62.9,535,1020,"Census Tract 3021.02, Los Angeles County, California"
5607,402200,57276,57.6,629,1021,"Census Tract 3021.03, Los Angeles County, California"
3977,488500,61341,66.5,227,1022,"Census Tract 3021.04, Los Angeles County, California"
3848,458900,43496,49.2,419,1023,"Census Tract 3022.01, Los Angeles County, California"
5263,460500,46287,64.5,653,1024,"Census Tract 3022.02, Los Angeles County, California"
4054,682700,71656,64,340,1025,"Census Tract 3023.01, Los Angeles County, California"
4826,399000,48085,62.7,599,1026,"Census Tract 3023.02, Los Angeles County, California"
5737,411500,44360,67.7,852,1027,"Census Tract 3024.01, Los Angeles County, California"
4614,414800,42431,56.4,807,1028,"Census Tract 3025.03, Los Angeles County, California"
4395,454200,41962,56.6,823,1029,"Census Tract 3025.04, Los Angeles County, California"
3910,581400,41643,63.1,446,1030,"Census Tract 3025.05, Los Angeles County, California"
3547,834600,61346,61,342,1031,"Census Tract 3025.06, Los Angeles County, California"
5775,692500,135554,62.1,143,1032,"Census Tract 3101, Los Angeles County, California"
5593,704000,77424,64.3,303,1033,"Census Tract 3102.01, Los Angeles County, California"
4927,704300,84707,68.4,399,1034,"Census Tract 3102.02, Los Angeles County, California"
2877,626000,111902,63.6,100,1035,"Census Tract 3103, Los Angeles County, California"
3350,510200,76543,65.7,265,1036,"Census Tract 3104, Los Angeles County, California"
3247,477100,69572,81.1,204,1037,"Census Tract 3105.01, Los Angeles County, California"
6094,753200,66471,68.7,430,1038,"Census Tract 3106.01, Los Angeles County, California"
2416,409400,93952,68.3,81,1039,"Census Tract 3106.02, Los Angeles County, California"
2471,430000,48682,59.1,202,1040,"Census Tract 3107.01, Los Angeles County, California"
7126,471900,62644,62.3,277,1041,"Census Tract 3107.02, Los Angeles County, California"
5483,528200,60219,65.5,687,1042,"Census Tract 3107.03, Los Angeles County, California"
5055,568200,89478,66.6,232,1043,"Census Tract 3108, Los Angeles County, California"
6322,604300,85687,70.9,117,1044,"Census Tract 3109, Los Angeles County, California"
3952,559000,90920,71.4,125,1045,"Census Tract 3110, Los Angeles County, California"
3777,572100,89578,69.6,249,1046,"Census Tract 3111, Los Angeles County, California"
3213,605100,90875,69.5,149,1047,"Census Tract 3112, Los Angeles County, California"
3634,714100,90485,60.6,226,1048,"Census Tract 3113, Los Angeles County, California"
2267,618300,91378,68.3,108,1049,"Census Tract 3114, Los Angeles County, California"
5687,518100,81892,74,337,1050,"Census Tract 3115, Los Angeles County, California"
7914,618900,91916,76.2,448,1051,"Census Tract 3116, Los Angeles County, California"
5854,575400,92484,69.5,272,1052,"Census Tract 3117, Los Angeles County, California"
3214,564000,66175,76.2,258,1053,"Census Tract 3118.01, Los Angeles County, California"
3602,0,55280,70.6,343,1054,"Census Tract 3118.02, Los Angeles County, California"
0,393600,0,0,0,1055,"Census Tract 3200, Los Angeles County, California"
7788,248200,76141,68,580,1056,"Census Tract 3201, Los Angeles County, California"
3188,359000,51643,74.5,257,1057,"Census Tract 3202.01, Los Angeles County, California"
6244,369800,75657,64.9,259,1058,"Census Tract 3202.02, Los Angeles County, California"
6610,723500,46244,65.5,938,1059,"Census Tract 3203, Los Angeles County, California"
6668,967000,138694,66,142,1060,"Census Tract 4002.04, Los Angeles County, California"
3468,670500,202323,57.4,146,1061,"Census Tract 4002.05, Los Angeles County, California"
5332,687200,150758,62,79,1062,"Census Tract 4002.06, Los Angeles County, California"
4674,545500,134556,64.4,135,1063,"Census Tract 4002.07, Los Angeles County, California"
2971,458400,88840,63,105,1064,"Census Tract 4003.02, Los Angeles County, California"
6829,607000,79241,61.6,552,1065,"Census Tract 4003.04, Los Angeles County, California"
4332,574500,102056,66.3,265,1066,"Census Tract 4004.02, Los Angeles County, California"
3987,715200,117289,65,119,1067,"Census Tract 4004.03, Los Angeles County, California"
4448,932500,132411,62.3,18,1068,"Census Tract 4004.04, Los Angeles County, California"
2232,430800,180768,59.8,29,1069,"Census Tract 4005.01, Los Angeles County, California"
4151,381200,68909,66,572,1070,"Census Tract 4006.02, Los Angeles County, California"
5003,394300,86125,69.3,258,1071,"Census Tract 4006.03, Los Angeles County, California"
2905,413400,76424,58.8,316,1072,"Census Tract 4006.04, Los Angeles County, California"
5055,487800,88175,47.9,135,1073,"Census Tract 4008, Los Angeles County, California"
3992,655300,76110,62.8,179,1074,"Census Tract 4009, Los Angeles County, California"
3083,546600,109388,62.5,64,1075,"Census Tract 4010.01, Los Angeles County, California"
4036,489600,89167,63.5,228,1076,"Census Tract 4010.02, Los Angeles County, California"
4820,435200,70901,69.6,254,1077,"Census Tract 4011.01, Los Angeles County, California"
3216,536000,66941,57.6,181,1078,"Census Tract 4011.02, Los Angeles County, California"
3233,448700,107509,67.6,22,1079,"Census Tract 4012.01, Los Angeles County, California"
4751,464100,91467,64.1,294,1080,"Census Tract 4012.02, Los Angeles County, California"
5547,698500,82625,65.8,256,1081,"Census Tract 4012.03, Los Angeles County, California"
2447,595300,142773,70.7,14,1082,"Census Tract 4013.03, Los Angeles County, California"
6058,414100,110926,62.2,187,1083,"Census Tract 4013.04, Los Angeles County, California"
6343,366500,84790,66,210,1084,"Census Tract 4013.11, Los Angeles County, California"
5545,402800,87631,52.8,125,1085,"Census Tract 4013.12, Los Angeles County, California"
5647,245700,71307,61.7,329,1086,"Census Tract 4015, Los Angeles County, California"
5192,450700,80753,57.8,102,1087,"Census Tract 4016.01, Los Angeles County, California"
5645,329000,73966,65.6,501,1088,"Census Tract 4016.02, Los Angeles County, California"
2928,448200,70397,49.4,162,1089,"Census Tract 4016.03, Los Angeles County, California"
3996,442900,83132,54.8,195,1090,"Census Tract 4017.01, Los Angeles County, California"
3982,288100,56947,64.4,421,1091,"Census Tract 4017.03, Los Angeles County, California"
5984,563600,67244,57,580,1092,"Census Tract 4017.04, Los Angeles County, California"
7467,0,97840,63.7,340,1093,"Census Tract 4018, Los Angeles County, California"
4391,624500,71892,43.5,18,1094,"Census Tract 4019.01, Los Angeles County, California"
5424,445900,102415,58,96,1095,"Census Tract 4019.02, Los Angeles County, California"
3275,441100,61760,56.1,275,1096,"Census Tract 4020.01, Los Angeles County, California"
4086,372000,76917,60.1,294,1097,"Census Tract 4020.02, Los Angeles County, California"
5042,399100,65159,61.3,389,1098,"Census Tract 4021.01, Los Angeles County, California"
4927,426000,59536,59.5,442,1099,"Census Tract 4021.02, Los Angeles County, California"
6728,361900,70763,57,505,1100,"Census Tract 4022, Los Angeles County, California"
6138,358900,66995,65.8,551,1101,"Census Tract 4023.01, Los Angeles County, California"
4599,352300,46005,56.4,850,1102,"Census Tract 4023.03, Los Angeles County, California"
4183,334900,32571,57.7,701,1103,"Census Tract 4023.04, Los Angeles County, California"
6393,219700,66551,66.5,568,1104,"Census Tract 4024.02, Los Angeles County, California"
5086,0,54548,50.2,211,1105,"Census Tract 4024.03, Los Angeles County, California"
2102,313500,0,38.8,0,1106,"Census Tract 4024.04, Los Angeles County, California"
3094,302300,88736,57.7,262,1107,"Census Tract 4024.05, Los Angeles County, California"
4028,84100,57172,68,418,1108,"Census Tract 4024.06, Los Angeles County, California"
5557,305500,46530,66,651,1109,"Census Tract 4025.01, Los Angeles County, California"
6708,388400,44589,63.6,786,1110,"Census Tract 4025.02, Los Angeles County, California"
8285,302900,65316,58,1090,1111,"Census Tract 4026, Los Angeles County, California"
5995,295900,42121,63.1,1107,1112,"Census Tract 4027.02, Los Angeles County, California"
4488,329600,57420,67.1,494,1113,"Census Tract 4027.03, Los Angeles County, California"
3538,345700,72874,62.1,218,1114,"Census Tract 4027.05, Los Angeles County, California"
4203,265900,72019,63.6,271,1115,"Census Tract 4027.06, Los Angeles County, California"
5276,242600,42863,64,681,1116,"Census Tract 4028.01, Los Angeles County, California"
3531,319000,45558,61.3,406,1117,"Census Tract 4028.03, Los Angeles County, California"
4374,293400,52413,65.3,763,1118,"Census Tract 4028.04, Los Angeles County, California"
6224,350800,59863,66.9,736,1119,"Census Tract 4029.02, Los Angeles County, California"
