GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1580000US0644000037123304,0644000037123304,"Census Tract 1233.04, Los Angeles County (part), Los Angeles city, California",4687
1580000US0644000037123410,0644000037123410,"Census Tract 1234.10, Los Angeles County (part), Los Angeles city, California",4247
1580000US0644000037123420,0644000037123420,"Census Tract 1234.20, Los Angeles County (part), Los Angeles city, California",4638
1580000US0644000037123510,0644000037123510,"Census Tract 1235.10, Los Angeles County (part), Los Angeles city, California",4753
1580000US0644000037123520,0644000037123520,"Census Tract 1235.20, Los Angeles County (part), Los Angeles city, California",2567
1580000US0644000037123601,0644000037123601,"Census Tract 1236.01, Los Angeles County (part), Los Angeles city, California",4995
1580000US0644000037123602,0644000037123602,"Census Tract 1236.02, Los Angeles County (part), Los Angeles city, California",3332
1580000US0644000037123700,0644000037123700,"Census Tract 1237, Los Angeles County (part), Los Angeles city, California",4114
1580000US0644000037123800,0644000037123800,"Census Tract 1238, Los Angeles County (part), Los Angeles city, California",5531
1580000US0644000037123901,0644000037123901,"Census Tract 1239.01, Los Angeles County (part), Los Angeles city, California",4500
1580000US0644000037123902,0644000037123902,"Census Tract 1239.02, Los Angeles County (part), Los Angeles city, California",2561
1580000US0644000037124000,0644000037124000,"Census Tract 1240, Los Angeles County (part), Los Angeles city, California",4550
1580000US0644000037124102,0644000037124102,"Census Tract 1241.02, Los Angeles County (part), Los Angeles city, California",3549
1580000US0644000037124103,0644000037124103,"Census Tract 1241.03, Los Angeles County (part), Los Angeles city, California",2030
1580000US0644000037124104,0644000037124104,"Census Tract 1241.04, Los Angeles County (part), Los Angeles city, California",2439
1580000US0644000037124105,0644000037124105,"Census Tract 1241.05, Los Angeles County (part), Los Angeles city, California",2658
1580000US0644000037124201,0644000037124201,"Census Tract 1242.01, Los Angeles County (part), Los Angeles city, California",3506
1580000US0644000037124203,0644000037124203,"Census Tract 1242.03, Los Angeles County (part), Los Angeles city, California",2748
1580000US0644000037124204,0644000037124204,"Census Tract 1242.04, Los Angeles County (part), Los Angeles city, California",3071
1580000US0644000037124300,0644000037124300,"Census Tract 1243, Los Angeles County (part), Los Angeles city, California",4046
1580000US0644000037124400,0644000037124400,"Census Tract 1244, Los Angeles County (part), Los Angeles city, California",4192
1580000US0644000037124500,0644000037124500,"Census Tract 1245, Los Angeles County (part), Los Angeles city, California",2779
1580000US0644000037124600,0644000037124600,"Census Tract 1246, Los Angeles County (part), Los Angeles city, California",3123
1580000US0644000037124700,0644000037124700,"Census Tract 1247, Los Angeles County (part), Los Angeles city, California",4796
1580000US0644000037124902,0644000037124902,"Census Tract 1249.02, Los Angeles County (part), Los Angeles city, California",2766
1580000US0644000037124903,0644000037124903,"Census Tract 1249.03, Los Angeles County (part), Los Angeles city, California",3262
1580000US0644000037125100,0644000037125100,"Census Tract 1251, Los Angeles County (part), Los Angeles city, California",5431
1580000US0644000037125200,0644000037125200,"Census Tract 1252, Los Angeles County (part), Los Angeles city, California",3524
1580000US0644000037125310,0644000037125310,"Census Tract 1253.10, Los Angeles County (part), Los Angeles city, California",4750
1580000US0644000037125320,0644000037125320,"Census Tract 1253.20, Los Angeles County (part), Los Angeles city, California",4843
1580000US0644000037125401,0644000037125401,"Census Tract 1254.01, Los Angeles County (part), Los Angeles city, California",4024
1580000US0644000037125402,0644000037125402,"Census Tract 1254.02, Los Angeles County (part), Los Angeles city, California",3544
1580000US0644000037125501,0644000037125501,"Census Tract 1255.01, Los Angeles County (part), Los Angeles city, California",3077
1580000US0644000037125502,0644000037125502,"Census Tract 1255.02, Los Angeles County (part), Los Angeles city, California",3083
1580000US0644000037125600,0644000037125600,"Census Tract 1256, Los Angeles County (part), Los Angeles city, California",2657
1580000US0644000037127102,0644000037127102,"Census Tract 1271.02, Los Angeles County (part), Los Angeles city, California",4726
1580000US0644000037127103,0644000037127103,"Census Tract 1271.03, Los Angeles County (part), Los Angeles city, California",2939
1580000US0644000037127104,0644000037127104,"Census Tract 1271.04, Los Angeles County (part), Los Angeles city, California",3573
1580000US0644000037127210,0644000037127210,"Census Tract 1272.10, Los Angeles County (part), Los Angeles city, California",5531
1580000US0644000037127220,0644000037127220,"Census Tract 1272.20, Los Angeles County (part), Los Angeles city, California",4931
1580000US0644000037127300,0644000037127300,"Census Tract 1273, Los Angeles County (part), Los Angeles city, California",4460
1580000US0644000037127400,0644000037127400,"Census Tract 1274, Los Angeles County (part), Los Angeles city, California",5818
1580000US0644000037127520,0644000037127520,"Census Tract 1275.20, Los Angeles County (part), Los Angeles city, California",4045
1580000US0644000037127603,0644000037127603,"Census Tract 1276.03, Los Angeles County (part), Los Angeles city, California",2938
1580000US0644000037127604,0644000037127604,"Census Tract 1276.04, Los Angeles County (part), Los Angeles city, California",2939
1580000US0644000037127605,0644000037127605,"Census Tract 1276.05, Los Angeles County (part), Los Angeles city, California",3549
1580000US0644000037127606,0644000037127606,"Census Tract 1276.06, Los Angeles County (part), Los Angeles city, California",3164
1580000US0644000037127711,0644000037127711,"Census Tract 1277.11, Los Angeles County (part), Los Angeles city, California",3356
1580000US0644000037127712,0644000037127712,"Census Tract 1277.12, Los Angeles County (part), Los Angeles city, California",2991
1580000US0644000037127803,0644000037127803,"Census Tract 1278.03, Los Angeles County (part), Los Angeles city, California",4037
1580000US0644000037127804,0644000037127804,"Census Tract 1278.04, Los Angeles County (part), Los Angeles city, California",3933
1580000US0644000037127805,0644000037127805,"Census Tract 1278.05, Los Angeles County (part), Los Angeles city, California",3768
1580000US0644000037127806,0644000037127806,"Census Tract 1278.06, Los Angeles County (part), Los Angeles city, California",3447
1580000US0644000037127910,0644000037127910,"Census Tract 1279.10, Los Angeles County (part), Los Angeles city, California",4769
1580000US0644000037127920,0644000037127920,"Census Tract 1279.20, Los Angeles County (part), Los Angeles city, California",4100
1580000US0644000037128101,0644000037128101,"Census Tract 1281.01, Los Angeles County (part), Los Angeles city, California",3738
1580000US0644000037128102,0644000037128102,"Census Tract 1281.02, Los Angeles County (part), Los Angeles city, California",4795
1580000US0644000037128210,0644000037128210,"Census Tract 1282.10, Los Angeles County (part), Los Angeles city, California",4822
1580000US0644000037128220,0644000037128220,"Census Tract 1282.20, Los Angeles County (part), Los Angeles city, California",3011
1580000US0644000037128302,0644000037128302,"Census Tract 1283.02, Los Angeles County (part), Los Angeles city, California",4688
1580000US0644000037128303,0644000037128303,"Census Tract 1283.03, Los Angeles County (part), Los Angeles city, California",3982
1580000US0644000037128400,0644000037128400,"Census Tract 1284, Los Angeles County (part), Los Angeles city, California",4114
1580000US0644000037128500,0644000037128500,"Census Tract 1285, Los Angeles County (part), Los Angeles city, California",4015
1580000US0644000037128601,0644000037128601,"Census Tract 1286.01, Los Angeles County (part), Los Angeles city, California",4288
1580000US0644000037128602,0644000037128602,"Census Tract 1286.02, Los Angeles County (part), Los Angeles city, California",3189
1580000US0644000037128702,0644000037128702,"Census Tract 1287.02, Los Angeles County (part), Los Angeles city, California",5639
1580000US0644000037128801,0644000037128801,"Census Tract 1288.01, Los Angeles County (part), Los Angeles city, California",3307
1580000US0644000037128802,0644000037128802,"Census Tract 1288.02, Los Angeles County (part), Los Angeles city, California",4325
1580000US0644000037128910,0644000037128910,"Census Tract 1289.10, Los Angeles County (part), Los Angeles city, California",4083
1580000US0644000037131010,0644000037131010,"Census Tract 1310.10, Los Angeles County (part), Los Angeles city, California",6409
1580000US0644000037131020,0644000037131020,"Census Tract 1310.20, Los Angeles County (part), Los Angeles city, California",5698
1580000US0644000037131100,0644000037131100,"Census Tract 1311, Los Angeles County (part), Los Angeles city, California",3252
1580000US0644000037131200,0644000037131200,"Census Tract 1312, Los Angeles County (part), Los Angeles city, California",3429
1580000US0644000037131300,0644000037131300,"Census Tract 1313, Los Angeles County (part), Los Angeles city, California",4902
1580000US0644000037131400,0644000037131400,"Census Tract 1314, Los Angeles County (part), Los Angeles city, California",5897
1580000US0644000037131600,0644000037131600,"Census Tract 1316, Los Angeles County (part), Los Angeles city, California",5494
1580000US0644000037131701,0644000037131701,"Census Tract 1317.01, Los Angeles County (part), Los Angeles city, California",4541
1580000US0644000037131702,0644000037131702,"Census Tract 1317.02, Los Angeles County (part), Los Angeles city, California",3751
1580000US0644000037131800,0644000037131800,"Census Tract 1318, Los Angeles County (part), Los Angeles city, California",5341
1580000US0644000037131900,0644000037131900,"Census Tract 1319, Los Angeles County (part), Los Angeles city, California",4210
1580000US0644000037132001,0644000037132001,"Census Tract 1320.01, Los Angeles County (part), Los Angeles city, California",3202
1580000US0644000037132002,0644000037132002,"Census Tract 1320.02, Los Angeles County (part), Los Angeles city, California",3299
