GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1580000US0667000075010100,0667000075010100,"Census Tract 101, San Francisco County, San Francisco city, California",3739
1580000US0667000075010200,0667000075010200,"Census Tract 102, San Francisco County, San Francisco city, California",4143
1580000US0667000075010300,0667000075010300,"Census Tract 103, San Francisco County, San Francisco city, California",3852
1580000US0667000075010400,0667000075010400,"Census Tract 104, San Francisco County, San Francisco city, California",4545
1580000US0667000075010500,0667000075010500,"Census Tract 105, San Francisco County, San Francisco city, California",2685
1580000US0667000075010600,0667000075010600,"Census Tract 106, San Francisco County, San Francisco city, California",3894
1580000US0667000075010700,0667000075010700,"Census Tract 107, San Francisco County, San Francisco city, California",5592
1580000US0667000075010800,0667000075010800,"Census Tract 108, San Francisco County, San Francisco city, California",4578
1580000US0667000075010900,0667000075010900,"Census Tract 109, San Francisco County, San Francisco city, California",4320
1580000US0667000075011000,0667000075011000,"Census Tract 110, San Francisco County, San Francisco city, California",4827
1580000US0667000075011100,0667000075011100,"Census Tract 111, San Francisco County, San Francisco city, California",5164
1580000US0667000075011200,0667000075011200,"Census Tract 112, San Francisco County, San Francisco city, California",3286
1580000US0667000075011300,0667000075011300,"Census Tract 113, San Francisco County, San Francisco city, California",3143
1580000US0667000075011700,0667000075011700,"Census Tract 117, San Francisco County, San Francisco city, California",1783
1580000US0667000075011800,0667000075011800,"Census Tract 118, San Francisco County, San Francisco city, California",1500
1580000US0667000075011901,0667000075011901,"Census Tract 119.01, San Francisco County, San Francisco city, California",2408
1580000US0667000075011902,0667000075011902,"Census Tract 119.02, San Francisco County, San Francisco city, California",2598
1580000US0667000075012000,0667000075012000,"Census Tract 120, San Francisco County, San Francisco city, California",3833
1580000US0667000075012100,0667000075012100,"Census Tract 121, San Francisco County, San Francisco city, California",3833
1580000US0667000075012201,0667000075012201,"Census Tract 122.01, San Francisco County, San Francisco city, California",4567
1580000US0667000075012202,0667000075012202,"Census Tract 122.02, San Francisco County, San Francisco city, California",2986
1580000US0667000075012301,0667000075012301,"Census Tract 123.01, San Francisco County, San Francisco city, California",2734
1580000US0667000075012302,0667000075012302,"Census Tract 123.02, San Francisco County, San Francisco city, California",3073
1580000US0667000075012401,0667000075012401,"Census Tract 124.01, San Francisco County, San Francisco city, California",5075
1580000US0667000075012402,0667000075012402,"Census Tract 124.02, San Francisco County, San Francisco city, California",3974
1580000US0667000075012501,0667000075012501,"Census Tract 125.01, San Francisco County, San Francisco city, California",5335
1580000US0667000075012502,0667000075012502,"Census Tract 125.02, San Francisco County, San Francisco city, California",3821
1580000US0667000075012601,0667000075012601,"Census Tract 126.01, San Francisco County, San Francisco city, California",2329
1580000US0667000075012602,0667000075012602,"Census Tract 126.02, San Francisco County, San Francisco city, California",2909
1580000US0667000075012700,0667000075012700,"Census Tract 127, San Francisco County, San Francisco city, California",3492
1580000US0667000075012800,0667000075012800,"Census Tract 128, San Francisco County, San Francisco city, California",4106
1580000US0667000075012901,0667000075012901,"Census Tract 129.01, San Francisco County, San Francisco city, California",2557
1580000US0667000075012902,0667000075012902,"Census Tract 129.02, San Francisco County, San Francisco city, California",3376
1580000US0667000075013000,0667000075013000,"Census Tract 130, San Francisco County, San Francisco city, California",4044
1580000US0667000075013101,0667000075013101,"Census Tract 131.01, San Francisco County, San Francisco city, California",3811
1580000US0667000075013102,0667000075013102,"Census Tract 131.02, San Francisco County, San Francisco city, California",2625
1580000US0667000075013200,0667000075013200,"Census Tract 132, San Francisco County, San Francisco city, California",4162
1580000US0667000075013300,0667000075013300,"Census Tract 133, San Francisco County, San Francisco city, California",4232
1580000US0667000075013400,0667000075013400,"Census Tract 134, San Francisco County, San Francisco city, California",3599
1580000US0667000075013500,0667000075013500,"Census Tract 135, San Francisco County, San Francisco city, California",2556
1580000US0667000075015100,0667000075015100,"Census Tract 151, San Francisco County, San Francisco city, California",2493
1580000US0667000075015200,0667000075015200,"Census Tract 152, San Francisco County, San Francisco city, California",3934
1580000US0667000075015300,0667000075015300,"Census Tract 153, San Francisco County, San Francisco city, California",2040
1580000US0667000075015400,0667000075015400,"Census Tract 154, San Francisco County, San Francisco city, California",5621
1580000US0667000075015500,0667000075015500,"Census Tract 155, San Francisco County, San Francisco city, California",3622
1580000US0667000075015600,0667000075015600,"Census Tract 156, San Francisco County, San Francisco city, California",2728
1580000US0667000075015700,0667000075015700,"Census Tract 157, San Francisco County, San Francisco city, California",7832
1580000US0667000075015801,0667000075015801,"Census Tract 158.01, San Francisco County, San Francisco city, California",3594
1580000US0667000075015802,0667000075015802,"Census Tract 158.02, San Francisco County, San Francisco city, California",2965
1580000US0667000075015900,0667000075015900,"Census Tract 159, San Francisco County, San Francisco city, California",4350
1580000US0667000075016000,0667000075016000,"Census Tract 160, San Francisco County, San Francisco city, California",2465
1580000US0667000075016100,0667000075016100,"Census Tract 161, San Francisco County, San Francisco city, California",5366
1580000US0667000075016200,0667000075016200,"Census Tract 162, San Francisco County, San Francisco city, California",2541
1580000US0667000075016300,0667000075016300,"Census Tract 163, San Francisco County, San Francisco city, California",4293
1580000US0667000075016400,0667000075016400,"Census Tract 164, San Francisco County, San Francisco city, California",3778
1580000US0667000075016500,0667000075016500,"Census Tract 165, San Francisco County, San Francisco city, California",5083
1580000US0667000075016600,0667000075016600,"Census Tract 166, San Francisco County, San Francisco city, California",5069
1580000US0667000075016700,0667000075016700,"Census Tract 167, San Francisco County, San Francisco city, California",4652
1580000US0667000075016801,0667000075016801,"Census Tract 168.01, San Francisco County, San Francisco city, California",3218
1580000US0667000075016802,0667000075016802,"Census Tract 168.02, San Francisco County, San Francisco city, California",3264
1580000US0667000075016900,0667000075016900,"Census Tract 169, San Francisco County, San Francisco city, California",2924
1580000US0667000075017000,0667000075017000,"Census Tract 170, San Francisco County, San Francisco city, California",3689
1580000US0667000075017101,0667000075017101,"Census Tract 171.01, San Francisco County, San Francisco city, California",3544
1580000US0667000075017102,0667000075017102,"Census Tract 171.02, San Francisco County, San Francisco city, California",3451
1580000US0667000075017601,0667000075017601,"Census Tract 176.01, San Francisco County, San Francisco city, California",7630
1580000US0667000075017700,0667000075017700,"Census Tract 177, San Francisco County, San Francisco city, California",2128
1580000US0667000075017801,0667000075017801,"Census Tract 178.01, San Francisco County, San Francisco city, California",3499
1580000US0667000075017802,0667000075017802,"Census Tract 178.02, San Francisco County, San Francisco city, California",4516
1580000US0667000075017902,0667000075017902,"Census Tract 179.02, San Francisco County, San Francisco city, California",2880
1580000US0667000075018000,0667000075018000,"Census Tract 180, San Francisco County, San Francisco city, California",4221
1580000US0667000075020100,0667000075020100,"Census Tract 201, San Francisco County, San Francisco city, California",6172
1580000US0667000075020200,0667000075020200,"Census Tract 202, San Francisco County, San Francisco city, California",6269
1580000US0667000075020300,0667000075020300,"Census Tract 203, San Francisco County, San Francisco city, California",3034
1580000US0667000075020401,0667000075020401,"Census Tract 204.01, San Francisco County, San Francisco city, California",2846
1580000US0667000075020402,0667000075020402,"Census Tract 204.02, San Francisco County, San Francisco city, California",3997
1580000US0667000075020500,0667000075020500,"Census Tract 205, San Francisco County, San Francisco city, California",2583
