GEO.id,GEO.id2,GEO.display-label,VD01
Id,Id2,Geography,Median value
1580000US0644000037113321,0644000037113321,"Census Tract 1133.21, Los Angeles County (part), Los Angeles city, California",162200
1580000US0644000037113322,0644000037113322,"Census Tract 1133.22, Los Angeles County (part), Los Angeles city, California",278100
1580000US0644000037113401,0644000037113401,"Census Tract 1134.01, Los Angeles County (part), Los Angeles city, California",194900
1580000US0644000037113421,0644000037113421,"Census Tract 1134.21, Los Angeles County (part), Los Angeles city, California",187500
1580000US0644000037113422,0644000037113422,"Census Tract 1134.22, Los Angeles County (part), Los Angeles city, California",182800
1580000US0644000037115101,0644000037115101,"Census Tract 1151.01, Los Angeles County (part), Los Angeles city, California",405900
1580000US0644000037115102,0644000037115102,"Census Tract 1151.02, Los Angeles County (part), Los Angeles city, California",308900
1580000US0644000037115201,0644000037115201,"Census Tract 1152.01, Los Angeles County (part), Los Angeles city, California",249900
1580000US0644000037115202,0644000037115202,"Census Tract 1152.02, Los Angeles County (part), Los Angeles city, California",199500
1580000US0644000037115301,0644000037115301,"Census Tract 1153.01, Los Angeles County (part), Los Angeles city, California",304200
1580000US0644000037115302,0644000037115302,"Census Tract 1153.02, Los Angeles County (part), Los Angeles city, California",190200
1580000US0644000037115401,0644000037115401,"Census Tract 1154.01, Los Angeles County (part), Los Angeles city, California",305700
1580000US0644000037115402,0644000037115402,"Census Tract 1154.02, Los Angeles County (part), Los Angeles city, California",195300
1580000US0644000037117100,0644000037117100,"Census Tract 1171, Los Angeles County (part), Los Angeles city, California",176100
1580000US0644000037117200,0644000037117200,"Census Tract 1172, Los Angeles County (part), Los Angeles city, California",218500
1580000US0644000037117301,0644000037117301,"Census Tract 1173.01, Los Angeles County (part), Los Angeles city, California",210800
1580000US0644000037117302,0644000037117302,"Census Tract 1173.02, Los Angeles County (part), Los Angeles city, California",243600
1580000US0644000037117303,0644000037117303,"Census Tract 1173.03, Los Angeles County (part), Los Angeles city, California",207200
1580000US0644000037117404,0644000037117404,"Census Tract 1174.04, Los Angeles County (part), Los Angeles city, California",219500
1580000US0644000037117405,0644000037117405,"Census Tract 1174.05, Los Angeles County (part), Los Angeles city, California",97900
1580000US0644000037117406,0644000037117406,"Census Tract 1174.06, Los Angeles County (part), Los Angeles city, California",170800
1580000US0644000037117510,0644000037117510,"Census Tract 1175.10, Los Angeles County (part), Los Angeles city, California",123500
1580000US0644000037117520,0644000037117520,"Census Tract 1175.20, Los Angeles County (part), Los Angeles city, California",162800
1580000US0644000037117530,0644000037117530,"Census Tract 1175.30, Los Angeles County (part), Los Angeles city, California",105700
1580000US0644000037119000,0644000037119000,"Census Tract 1190, Los Angeles County (part), Los Angeles city, California",153300
